Vertices;Comparacoes;Tempo(seg);;;;;;;;;
5242;54946644;0.00;;;;;;;;;
5243;54967612;0.00;;;;;;;;;
5244;54988584;0.00;;;;;;;;;
5245;55009560;0.00;;;;;;;;;
5246;55030540;0.00;;;;;;;;;
5247;55051524;0.00;;;;;;;;;
5248;55072512;0.00;;;;;;;;;
5249;55093504;0.00;;;;;;;;;
5250;55114500;1.00;;;;;;;;;
5251;55135500;0.00;;;;;;;;;
5252;55156504;0.00;;;;;;;;;
5253;55177512;0.00;;;;;;;;;
5254;55198524;0.00;;;;;;;;;
5255;55219540;0.00;;;;;;;;;
5256;55240560;0.00;;;;;;;;;
5257;55261584;0.00;;;;;;;;;
5258;55282612;0.00;;;;;;;;;
5259;55303644;0.00;;;;;;;;;
5260;55324680;0.00;;;;;;;;;
5261;55345720;0.00;;;;;;;;;
5262;55366764;0.00;;;;;;;;;
5263;55387812;1.00;;;;;;;;;
5264;55408864;0.00;;;;;;;;;
5265;55429920;0.00;;;;;;;;;
5266;55450980;0.00;;;;;;;;;
5267;55472044;0.00;;;;;;;;;
5268;55493112;0.00;;;;;;;;;
5269;55514184;0.00;;;;;;;;;
5270;55535260;0.00;;;;;;;;;
5271;55556340;0.00;;;;;;;;;
5272;55577424;0.00;;;;;;;;;
5273;55598512;0.00;;;;;;;;;
5274;55619604;1.00;;;;;;;;;
5275;55640700;0.00;;;;;;;;;
5276;55661800;1.00;;;;;;;;;
5277;55682904;0.00;;;;;;;;;
5278;55704012;0.00;;;;;;;;;
5279;55725124;0.00;;;;;;;;;
5280;55746240;0.00;;;;;;;;;
5281;55767360;0.00;;;;;;;;;
5282;55788484;0.00;;;;;;;;;
5283;55809612;0.00;;;;;;;;;
5284;55830744;0.00;;;;;;;;;
5285;55851880;0.00;;;;;;;;;
5286;55873020;0.00;;;;;;;;;
5287;55894164;0.00;;;;;;;;;
5288;55915312;0.00;;;;;;;;;
5289;55936464;1.00;;;;;;;;;
5290;55957620;0.00;;;;;;;;;
5291;55978780;0.00;;;;;;;;;
5292;55999944;0.00;;;;;;;;;
5293;56021112;0.00;;;;;;;;;
5294;56042284;0.00;;;;;;;;;
5295;56063460;0.00;;;;;;;;;
5296;56084640;0.00;;;;;;;;;
5297;56105824;0.00;;;;;;;;;
5298;56127012;0.00;;;;;;;;;
5299;56148204;0.00;;;;;;;;;
5300;56169400;0.00;;;;;;;;;
5301;56190600;0.00;;;;;;;;;
5302;56211804;1.00;;;;;;;;;
5303;56233012;0.00;;;;;;;;;
5304;56254224;1.00;;;;;;;;;
5305;56275440;0.00;;;;;;;;;
5306;56296660;1.00;;;;;;;;;
5307;56317884;0.00;;;;;;;;;
5308;56339112;0.00;;;;;;;;;
5309;56360344;0.00;;;;;;;;;
5310;56381580;0.00;;;;;;;;;
5311;56402820;0.00;;;;;;;;;
5312;56424064;0.00;;;;;;;;;
5313;56445312;0.00;;;;;;;;;
5314;56466564;0.00;;;;;;;;;
5315;56487820;0.00;;;;;;;;;
5316;56509080;0.00;;;;;;;;;
5317;56530344;1.00;;;;;;;;;
5318;56551612;0.00;;;;;;;;;
5319;56572884;1.00;;;;;;;;;
5320;56594160;0.00;;;;;;;;;
5321;56615440;0.00;;;;;;;;;
5322;56636724;0.00;;;;;;;;;
5323;56658012;0.00;;;;;;;;;
5324;56679304;0.00;;;;;;;;;
5325;56700600;0.00;;;;;;;;;
5326;56721900;0.00;;;;;;;;;
5327;56743204;0.00;;;;;;;;;
5328;56764512;0.00;;;;;;;;;
5329;56785824;0.00;;;;;;;;;
5330;56807140;0.00;;;;;;;;;
5331;56828460;0.00;;;;;;;;;
5332;56849784;0.00;;;;;;;;;
5333;56871112;0.00;;;;;;;;;
5334;56892444;1.00;;;;;;;;;
5335;56913780;0.00;;;;;;;;;
5336;56935120;1.00;;;;;;;;;
5337;56956464;0.00;;;;;;;;;
5338;56977812;0.00;;;;;;;;;
5339;56999164;0.00;;;;;;;;;
5340;57020520;0.00;;;;;;;;;
5341;57041880;0.00;;;;;;;;;
5342;57063244;0.00;;;;;;;;;
5343;57084612;0.00;;;;;;;;;
5344;57105984;0.00;;;;;;;;;
5345;57127360;0.00;;;;;;;;;
5346;57148740;0.00;;;;;;;;;
5347;57170124;0.00;;;;;;;;;
5348;57191512;0.00;;;;;;;;;
5349;57212904;0.00;;;;;;;;;
5350;57234300;0.00;;;;;;;;;
5351;57255700;1.00;;;;;;;;;
5352;57277104;0.00;;;;;;;;;
5353;57298512;1.00;;;;;;;;;
5354;57319924;0.00;;;;;;;;;
5355;57341340;1.00;;;;;;;;;
5356;57362760;0.00;;;;;;;;;
5357;57384184;0.00;;;;;;;;;
5358;57405612;0.00;;;;;;;;;
5359;57427044;0.00;;;;;;;;;
5360;57448480;0.00;;;;;;;;;
5361;57469920;0.00;;;;;;;;;
5362;57491364;0.00;;;;;;;;;
5363;57512812;0.00;;;;;;;;;
5364;57534264;0.00;;;;;;;;;
5365;57555720;0.00;;;;;;;;;
5366;57577180;0.00;;;;;;;;;
5367;57598644;0.00;;;;;;;;;
5368;57620112;0.00;;;;;;;;;
5369;57641584;0.00;;;;;;;;;
5370;57663060;0.00;;;;;;;;;
5371;57684540;0.00;;;;;;;;;
5372;57706024;1.00;;;;;;;;;
5373;57727512;0.00;;;;;;;;;
5374;57749004;1.00;;;;;;;;;
5375;57770500;0.00;;;;;;;;;
5376;57792000;1.00;;;;;;;;;
5377;57813504;0.00;;;;;;;;;
5378;57835012;0.00;;;;;;;;;
5379;57856524;0.00;;;;;;;;;
5380;57878040;0.00;;;;;;;;;
5381;57899560;0.00;;;;;;;;;
5382;57921084;0.00;;;;;;;;;
5383;57942612;0.00;;;;;;;;;
5384;57964144;0.00;;;;;;;;;
5385;57985680;0.00;;;;;;;;;
5386;58007220;0.00;;;;;;;;;
5387;58028764;0.00;;;;;;;;;
5388;58050312;0.00;;;;;;;;;
5389;58071864;0.00;;;;;;;;;
5390;58093420;0.00;;;;;;;;;
5391;58114980;0.00;;;;;;;;;
5392;58136544;0.00;;;;;;;;;
5393;58158112;0.00;;;;;;;;;
5394;58179684;0.00;;;;;;;;;
5395;58201260;0.00;;;;;;;;;
5396;58222840;0.00;;;;;;;;;
5397;58244424;0.00;;;;;;;;;
5398;58266012;0.00;;;;;;;;;
5399;58287604;0.00;;;;;;;;;
5400;58309200;0.00;;;;;;;;;
5401;58330800;1.00;;;;;;;;;
5402;58352404;0.00;;;;;;;;;
5403;58374012;1.00;;;;;;;;;
5404;58395624;0.00;;;;;;;;;
5405;58417240;1.00;;;;;;;;;
5406;58438860;0.00;;;;;;;;;
5407;58460484;0.00;;;;;;;;;
5408;58482112;0.00;;;;;;;;;
5409;58503744;0.00;;;;;;;;;
5410;58525380;0.00;;;;;;;;;
5411;58547020;0.00;;;;;;;;;
5412;58568664;0.00;;;;;;;;;
5413;58590312;0.00;;;;;;;;;
5414;58611964;0.00;;;;;;;;;
5415;58633620;0.00;;;;;;;;;
5416;58655280;0.00;;;;;;;;;
5417;58676944;0.00;;;;;;;;;
5418;58698612;0.00;;;;;;;;;
5419;58720284;0.00;;;;;;;;;
5420;58741960;0.00;;;;;;;;;
5421;58763640;0.00;;;;;;;;;
5422;58785324;0.00;;;;;;;;;
5423;58807012;0.00;;;;;;;;;
5424;58828704;0.00;;;;;;;;;
5425;58850400;0.00;;;;;;;;;
5426;58872100;0.00;;;;;;;;;
5427;58893804;0.00;;;;;;;;;
5428;58915512;0.00;;;;;;;;;
5429;58937224;0.00;;;;;;;;;
5430;58958940;1.00;;;;;;;;;
5431;58980660;0.00;;;;;;;;;
5432;59002384;1.00;;;;;;;;;
5433;59024112;0.00;;;;;;;;;
5434;59045844;1.00;;;;;;;;;
5435;59067580;0.00;;;;;;;;;
5436;59089320;1.00;;;;;;;;;
5437;59111064;0.00;;;;;;;;;
5438;59132812;1.00;;;;;;;;;
5439;59154564;0.00;;;;;;;;;
5440;59176320;0.00;;;;;;;;;
5441;59198080;0.00;;;;;;;;;
5442;59219844;0.00;;;;;;;;;
5443;59241612;0.00;;;;;;;;;
5444;59263384;0.00;;;;;;;;;
5445;59285160;0.00;;;;;;;;;
5446;59306940;0.00;;;;;;;;;
5447;59328724;0.00;;;;;;;;;
5448;59350512;0.00;;;;;;;;;
5449;59372304;0.00;;;;;;;;;
5450;59394100;0.00;;;;;;;;;
5451;59415900;0.00;;;;;;;;;
5452;59437704;0.00;;;;;;;;;
5453;59459512;0.00;;;;;;;;;
5454;59481324;0.00;;;;;;;;;
5455;59503140;0.00;;;;;;;;;
5456;59524960;0.00;;;;;;;;;
5457;59546784;0.00;;;;;;;;;
5458;59568612;0.00;;;;;;;;;
5459;59590444;0.00;;;;;;;;;
5460;59612280;0.00;;;;;;;;;
5461;59634120;0.00;;;;;;;;;
5462;59655964;0.00;;;;;;;;;
5463;59677812;0.00;;;;;;;;;
5464;59699664;0.00;;;;;;;;;
5465;59721520;0.00;;;;;;;;;
5466;59743380;0.00;;;;;;;;;
5467;59765244;0.00;;;;;;;;;
5468;59787112;0.00;;;;;;;;;
5469;59808984;0.00;;;;;;;;;
5470;59830860;0.00;;;;;;;;;
5471;59852740;0.00;;;;;;;;;
5472;59874624;0.00;;;;;;;;;
5473;59896512;0.00;;;;;;;;;
5474;59918404;0.00;;;;;;;;;
5475;59940300;0.00;;;;;;;;;
5476;59962200;0.00;;;;;;;;;
5477;59984104;0.00;;;;;;;;;
5478;60006012;0.00;;;;;;;;;
5479;60027924;0.00;;;;;;;;;
5480;60049840;0.00;;;;;;;;;
5481;60071760;0.00;;;;;;;;;
5482;60093684;0.00;;;;;;;;;
5483;60115612;0.00;;;;;;;;;
5484;60137544;0.00;;;;;;;;;
5485;60159480;1.00;;;;;;;;;
5486;60181420;0.00;;;;;;;;;
5487;60203364;1.00;;;;;;;;;
5488;60225312;0.00;;;;;;;;;
5489;60247264;1.00;;;;;;;;;
5490;60269220;0.00;;;;;;;;;
5491;60291180;1.00;;;;;;;;;
5492;60313144;0.00;;;;;;;;;
5493;60335112;1.00;;;;;;;;;
5494;60357084;0.00;;;;;;;;;
5495;60379060;1.00;;;;;;;;;
5496;60401040;0.00;;;;;;;;;
5497;60423024;1.00;;;;;;;;;
5498;60445012;0.00;;;;;;;;;
5499;60467004;1.00;;;;;;;;;
5500;60489000;0.00;;;;;;;;;
5501;60511000;1.00;;;;;;;;;
5502;60533004;0.00;;;;;;;;;
5503;60555012;1.00;;;;;;;;;
5504;60577024;0.00;;;;;;;;;
5505;60599040;1.00;;;;;;;;;
5506;60621060;0.00;;;;;;;;;
5507;60643084;1.00;;;;;;;;;
5508;60665112;0.00;;;;;;;;;
5509;60687144;1.00;;;;;;;;;
5510;60709180;0.00;;;;;;;;;
5511;60731220;1.00;;;;;;;;;
5512;60753264;0.00;;;;;;;;;
5513;60775312;1.00;;;;;;;;;
5514;60797364;0.00;;;;;;;;;
5515;60819420;1.00;;;;;;;;;
5516;60841480;0.00;;;;;;;;;
5517;60863544;1.00;;;;;;;;;
5518;60885612;0.00;;;;;;;;;
5519;60907684;1.00;;;;;;;;;
5520;60929760;0.00;;;;;;;;;
5521;60951840;1.00;;;;;;;;;
5522;60973924;0.00;;;;;;;;;
5523;60996012;1.00;;;;;;;;;
5524;61018104;0.00;;;;;;;;;
5525;61040200;0.00;;;;;;;;;
5526;61062300;0.00;;;;;;;;;
5527;61084404;0.00;;;;;;;;;
5528;61106512;0.00;;;;;;;;;
5529;61128624;0.00;;;;;;;;;
5530;61150740;0.00;;;;;;;;;
5531;61172860;0.00;;;;;;;;;
5532;61194984;0.00;;;;;;;;;
5533;61217112;0.00;;;;;;;;;
5534;61239244;0.00;;;;;;;;;
5535;61261380;0.00;;;;;;;;;
5536;61283520;0.00;;;;;;;;;
5537;61305664;0.00;;;;;;;;;
5538;61327812;0.00;;;;;;;;;
5539;61349964;0.00;;;;;;;;;
5540;61372120;0.00;;;;;;;;;
5541;61394280;0.00;;;;;;;;;
5542;61416444;0.00;;;;;;;;;
5543;61438612;0.00;;;;;;;;;
5544;61460784;0.00;;;;;;;;;
5545;61482960;0.00;;;;;;;;;
5546;61505140;0.00;;;;;;;;;
5547;61527324;0.00;;;;;;;;;
5548;61549512;0.00;;;;;;;;;
5549;61571704;0.00;;;;;;;;;
5550;61593900;0.00;;;;;;;;;
5551;61616100;0.00;;;;;;;;;
5552;61638304;0.00;;;;;;;;;
5553;61660512;0.00;;;;;;;;;
5554;61682724;0.00;;;;;;;;;
5555;61704940;0.00;;;;;;;;;
5556;61727160;0.00;;;;;;;;;
5557;61749384;0.00;;;;;;;;;
5558;61771612;0.00;;;;;;;;;
5559;61793844;0.00;;;;;;;;;
5560;61816080;0.00;;;;;;;;;
5561;61838320;0.00;;;;;;;;;
5562;61860564;0.00;;;;;;;;;
5563;61882812;0.00;;;;;;;;;
5564;61905064;0.00;;;;;;;;;
5565;61927320;0.00;;;;;;;;;
5566;61949580;0.00;;;;;;;;;
5567;61971844;0.00;;;;;;;;;
5568;61994112;0.00;;;;;;;;;
5569;62016384;0.00;;;;;;;;;
5570;62038660;1.00;;;;;;;;;
5571;62060940;0.00;;;;;;;;;
5572;62083224;1.00;;;;;;;;;
5573;62105512;0.00;;;;;;;;;
5574;62127804;1.00;;;;;;;;;
5575;62150100;0.00;;;;;;;;;
5576;62172400;1.00;;;;;;;;;
5577;62194704;0.00;;;;;;;;;
5578;62217012;1.00;;;;;;;;;
5579;62239324;0.00;;;;;;;;;
5580;62261640;0.00;;;;;;;;;
5581;62283960;0.00;;;;;;;;;
5582;62306284;0.00;;;;;;;;;
5583;62328612;0.00;;;;;;;;;
5584;62350944;0.00;;;;;;;;;
5585;62373280;0.00;;;;;;;;;
5586;62395620;0.00;;;;;;;;;
5587;62417964;0.00;;;;;;;;;
5588;62440312;0.00;;;;;;;;;
5589;62462664;0.00;;;;;;;;;
5590;62485020;0.00;;;;;;;;;
5591;62507380;0.00;;;;;;;;;
5592;62529744;0.00;;;;;;;;;
5593;62552112;0.00;;;;;;;;;
5594;62574484;0.00;;;;;;;;;
5595;62596860;0.00;;;;;;;;;
5596;62619240;0.00;;;;;;;;;
5597;62641624;0.00;;;;;;;;;
5598;62664012;0.00;;;;;;;;;
5599;62686404;1.00;;;;;;;;;
5600;62708800;0.00;;;;;;;;;
5601;62731200;1.00;;;;;;;;;
5602;62753604;0.00;;;;;;;;;
5603;62776012;1.00;;;;;;;;;
5604;62798424;0.00;;;;;;;;;
5605;62820840;1.00;;;;;;;;;
5606;62843260;0.00;;;;;;;;;
5607;62865684;0.00;;;;;;;;;
5608;62888112;0.00;;;;;;;;;
5609;62910544;0.00;;;;;;;;;
5610;62932980;0.00;;;;;;;;;
5611;62955420;0.00;;;;;;;;;
5612;62977864;0.00;;;;;;;;;
5613;63000312;0.00;;;;;;;;;
5614;63022764;0.00;;;;;;;;;
5615;63045220;0.00;;;;;;;;;
5616;63067680;0.00;;;;;;;;;
5617;63090144;0.00;;;;;;;;;
5618;63112612;0.00;;;;;;;;;
5619;63135084;0.00;;;;;;;;;
5620;63157560;0.00;;;;;;;;;
5621;63180040;0.00;;;;;;;;;
5622;63202524;1.00;;;;;;;;;
5623;63225012;0.00;;;;;;;;;
5624;63247504;1.00;;;;;;;;;
5625;63270000;0.00;;;;;;;;;
5626;63292500;1.00;;;;;;;;;
5627;63315004;0.00;;;;;;;;;
5628;63337512;0.00;;;;;;;;;
5629;63360024;0.00;;;;;;;;;
5630;63382540;0.00;;;;;;;;;
5631;63405060;0.00;;;;;;;;;
5632;63427584;0.00;;;;;;;;;
5633;63450112;0.00;;;;;;;;;
5634;63472644;0.00;;;;;;;;;
5635;63495180;0.00;;;;;;;;;
5636;63517720;0.00;;;;;;;;;
5637;63540264;0.00;;;;;;;;;
5638;63562812;0.00;;;;;;;;;
5639;63585364;0.00;;;;;;;;;
5640;63607920;0.00;;;;;;;;;
5641;63630480;0.00;;;;;;;;;
5642;63653044;0.00;;;;;;;;;
5643;63675612;0.00;;;;;;;;;
5644;63698184;0.00;;;;;;;;;
5645;63720760;1.00;;;;;;;;;
5646;63743340;0.00;;;;;;;;;
5647;63765924;1.00;;;;;;;;;
5648;63788512;0.00;;;;;;;;;
5649;63811104;0.00;;;;;;;;;
5650;63833700;0.00;;;;;;;;;
5651;63856300;0.00;;;;;;;;;
5652;63878904;0.00;;;;;;;;;
5653;63901512;0.00;;;;;;;;;
5654;63924124;0.00;;;;;;;;;
5655;63946740;0.00;;;;;;;;;
5656;63969360;0.00;;;;;;;;;
5657;63991984;0.00;;;;;;;;;
5658;64014612;0.00;;;;;;;;;
5659;64037244;0.00;;;;;;;;;
5660;64059880;0.00;;;;;;;;;
5661;64082520;0.00;;;;;;;;;
5662;64105164;1.00;;;;;;;;;
5663;64127812;0.00;;;;;;;;;
5664;64150464;1.00;;;;;;;;;
5665;64173120;0.00;;;;;;;;;
5666;64195780;0.00;;;;;;;;;
5667;64218444;0.00;;;;;;;;;
5668;64241112;0.00;;;;;;;;;
5669;64263784;0.00;;;;;;;;;
5670;64286460;0.00;;;;;;;;;
5671;64309140;0.00;;;;;;;;;
5672;64331824;0.00;;;;;;;;;
5673;64354512;0.00;;;;;;;;;
5674;64377204;0.00;;;;;;;;;
5675;64399900;1.00;;;;;;;;;
5676;64422600;0.00;;;;;;;;;
5677;64445304;1.00;;;;;;;;;
5678;64468012;0.00;;;;;;;;;
5679;64490724;0.00;;;;;;;;;
5680;64513440;0.00;;;;;;;;;
5681;64536160;0.00;;;;;;;;;
5682;64558884;0.00;;;;;;;;;
5683;64581612;0.00;;;;;;;;;
5684;64604344;0.00;;;;;;;;;
5685;64627080;0.00;;;;;;;;;
5686;64649820;0.00;;;;;;;;;
5687;64672564;0.00;;;;;;;;;
5688;64695312;0.00;;;;;;;;;
5689;64718064;0.00;;;;;;;;;
5690;64740820;1.00;;;;;;;;;
5691;64763580;0.00;;;;;;;;;
5692;64786344;0.00;;;;;;;;;
5693;64809112;0.00;;;;;;;;;
5694;64831884;0.00;;;;;;;;;
5695;64854660;0.00;;;;;;;;;
5696;64877440;0.00;;;;;;;;;
5697;64900224;0.00;;;;;;;;;
5698;64923012;0.00;;;;;;;;;
5699;64945804;1.00;;;;;;;;;
5700;64968600;0.00;;;;;;;;;
5701;64991400;0.00;;;;;;;;;
5702;65014204;0.00;;;;;;;;;
5703;65037012;0.00;;;;;;;;;
5704;65059824;0.00;;;;;;;;;
5705;65082640;0.00;;;;;;;;;
5706;65105460;0.00;;;;;;;;;
5707;65128284;0.00;;;;;;;;;
5708;65151112;0.00;;;;;;;;;
5709;65173944;0.00;;;;;;;;;
5710;65196780;1.00;;;;;;;;;
5711;65219620;0.00;;;;;;;;;
5712;65242464;1.00;;;;;;;;;
5713;65265312;0.00;;;;;;;;;
5714;65288164;0.00;;;;;;;;;
5715;65311020;0.00;;;;;;;;;
5716;65333880;0.00;;;;;;;;;
5717;65356744;0.00;;;;;;;;;
5718;65379612;0.00;;;;;;;;;
5719;65402484;0.00;;;;;;;;;
5720;65425360;0.00;;;;;;;;;
5721;65448240;0.00;;;;;;;;;
5722;65471124;0.00;;;;;;;;;
5723;65494012;1.00;;;;;;;;;
5724;65516904;0.00;;;;;;;;;
5725;65539800;1.00;;;;;;;;;
5726;65562700;0.00;;;;;;;;;
5727;65585604;0.00;;;;;;;;;
5728;65608512;0.00;;;;;;;;;
5729;65631424;0.00;;;;;;;;;
5730;65654340;0.00;;;;;;;;;
5731;65677260;0.00;;;;;;;;;
5732;65700184;0.00;;;;;;;;;
5733;65723112;0.00;;;;;;;;;
5734;65746044;0.00;;;;;;;;;
5735;65768980;0.00;;;;;;;;;
5736;65791920;1.00;;;;;;;;;
5737;65814864;0.00;;;;;;;;;
5738;65837812;1.00;;;;;;;;;
5739;65860764;0.00;;;;;;;;;
5740;65883720;0.00;;;;;;;;;
5741;65906680;0.00;;;;;;;;;
5742;65929644;0.00;;;;;;;;;
5743;65952612;0.00;;;;;;;;;
5744;65975584;0.00;;;;;;;;;
5745;65998560;0.00;;;;;;;;;
5746;66021540;0.00;;;;;;;;;
5747;66044524;1.00;;;;;;;;;
5748;66067512;0.00;;;;;;;;;
5749;66090504;0.00;;;;;;;;;
5750;66113500;0.00;;;;;;;;;
5751;66136500;0.00;;;;;;;;;
5752;66159504;0.00;;;;;;;;;
5753;66182512;0.00;;;;;;;;;
5754;66205524;0.00;;;;;;;;;
5755;66228540;0.00;;;;;;;;;
5756;66251560;0.00;;;;;;;;;
5757;66274584;0.00;;;;;;;;;
5758;66297612;1.00;;;;;;;;;
5759;66320644;0.00;;;;;;;;;
5760;66343680;0.00;;;;;;;;;
5761;66366720;0.00;;;;;;;;;
5762;66389764;0.00;;;;;;;;;
5763;66412812;0.00;;;;;;;;;
5764;66435864;0.00;;;;;;;;;
5765;66458920;0.00;;;;;;;;;
5766;66481980;0.00;;;;;;;;;
5767;66505044;1.00;;;;;;;;;
5768;66528112;0.00;;;;;;;;;
5769;66551184;1.00;;;;;;;;;
5770;66574260;0.00;;;;;;;;;
5771;66597340;0.00;;;;;;;;;
5772;66620424;0.00;;;;;;;;;
5773;66643512;0.00;;;;;;;;;
5774;66666604;0.00;;;;;;;;;
5775;66689700;0.00;;;;;;;;;
5776;66712800;0.00;;;;;;;;;
5777;66735904;0.00;;;;;;;;;
5778;66759012;1.00;;;;;;;;;
5779;66782124;0.00;;;;;;;;;
5780;66805240;0.00;;;;;;;;;
5781;66828360;0.00;;;;;;;;;
5782;66851484;0.00;;;;;;;;;
5783;66874612;0.00;;;;;;;;;
5784;66897744;0.00;;;;;;;;;
5785;66920880;0.00;;;;;;;;;
5786;66944020;0.00;;;;;;;;;
5787;66967164;1.00;;;;;;;;;
5788;66990312;0.00;;;;;;;;;
5789;67013464;0.00;;;;;;;;;
5790;67036620;0.00;;;;;;;;;
5791;67059780;0.00;;;;;;;;;
5792;67082944;0.00;;;;;;;;;
5793;67106112;0.00;;;;;;;;;
5794;67129284;0.00;;;;;;;;;
5795;67152460;0.00;;;;;;;;;
5796;67175640;1.00;;;;;;;;;
5797;67198824;0.00;;;;;;;;;
5798;67222012;0.00;;;;;;;;;
5799;67245204;0.00;;;;;;;;;
5800;67268400;0.00;;;;;;;;;
5801;67291600;0.00;;;;;;;;;
5802;67314804;0.00;;;;;;;;;
5803;67338012;0.00;;;;;;;;;
5804;67361224;0.00;;;;;;;;;
5805;67384440;1.00;;;;;;;;;
5806;67407660;0.00;;;;;;;;;
5807;67430884;0.00;;;;;;;;;
5808;67454112;0.00;;;;;;;;;
5809;67477344;0.00;;;;;;;;;
5810;67500580;0.00;;;;;;;;;
5811;67523820;0.00;;;;;;;;;
5812;67547064;0.00;;;;;;;;;
5813;67570312;0.00;;;;;;;;;
5814;67593564;1.00;;;;;;;;;
5815;67616820;0.00;;;;;;;;;
5816;67640080;0.00;;;;;;;;;
5817;67663344;0.00;;;;;;;;;
5818;67686612;0.00;;;;;;;;;
5819;67709884;0.00;;;;;;;;;
5820;67733160;0.00;;;;;;;;;
5821;67756440;0.00;;;;;;;;;
5822;67779724;0.00;;;;;;;;;
5823;67803012;1.00;;;;;;;;;
5824;67826304;0.00;;;;;;;;;
5825;67849600;0.00;;;;;;;;;
5826;67872900;0.00;;;;;;;;;
5827;67896204;0.00;;;;;;;;;
5828;67919512;0.00;;;;;;;;;
5829;67942824;0.00;;;;;;;;;
5830;67966140;1.00;;;;;;;;;
5831;67989460;0.00;;;;;;;;;
5832;68012784;0.00;;;;;;;;;
5833;68036112;0.00;;;;;;;;;
5834;68059444;0.00;;;;;;;;;
5835;68082780;0.00;;;;;;;;;
5836;68106120;0.00;;;;;;;;;
5837;68129464;0.00;;;;;;;;;
5838;68152812;0.00;;;;;;;;;
5839;68176164;1.00;;;;;;;;;
5840;68199520;0.00;;;;;;;;;
5841;68222880;0.00;;;;;;;;;
5842;68246244;0.00;;;;;;;;;
5843;68269612;0.00;;;;;;;;;
5844;68292984;0.00;;;;;;;;;
5845;68316360;0.00;;;;;;;;;
5846;68339740;1.00;;;;;;;;;
5847;68363124;0.00;;;;;;;;;
5848;68386512;0.00;;;;;;;;;
5849;68409904;0.00;;;;;;;;;
5850;68433300;0.00;;;;;;;;;
5851;68456700;0.00;;;;;;;;;
5852;68480104;0.00;;;;;;;;;
5853;68503512;1.00;;;;;;;;;
5854;68526924;0.00;;;;;;;;;
5855;68550340;1.00;;;;;;;;;
5856;68573760;0.00;;;;;;;;;
5857;68597184;0.00;;;;;;;;;
5858;68620612;0.00;;;;;;;;;
5859;68644044;0.00;;;;;;;;;
5860;68667480;0.00;;;;;;;;;
5861;68690920;0.00;;;;;;;;;
5862;68714364;1.00;;;;;;;;;
5863;68737812;0.00;;;;;;;;;
5864;68761264;0.00;;;;;;;;;
5865;68784720;0.00;;;;;;;;;
5866;68808180;0.00;;;;;;;;;
5867;68831644;0.00;;;;;;;;;
5868;68855112;0.00;;;;;;;;;
5869;68878584;1.00;;;;;;;;;
5870;68902060;0.00;;;;;;;;;
5871;68925540;0.00;;;;;;;;;
5872;68949024;0.00;;;;;;;;;
5873;68972512;0.00;;;;;;;;;
5874;68996004;0.00;;;;;;;;;
5875;69019500;0.00;;;;;;;;;
5876;69043000;1.00;;;;;;;;;
5877;69066504;0.00;;;;;;;;;
5878;69090012;0.00;;;;;;;;;
5879;69113524;0.00;;;;;;;;;
5880;69137040;0.00;;;;;;;;;
5881;69160560;0.00;;;;;;;;;
5882;69184084;0.00;;;;;;;;;
5883;69207612;1.00;;;;;;;;;
5884;69231144;0.00;;;;;;;;;
5885;69254680;0.00;;;;;;;;;
5886;69278220;0.00;;;;;;;;;
5887;69301764;0.00;;;;;;;;;
5888;69325312;0.00;;;;;;;;;
5889;69348864;0.00;;;;;;;;;
5890;69372420;1.00;;;;;;;;;
5891;69395980;0.00;;;;;;;;;
5892;69419544;0.00;;;;;;;;;
5893;69443112;0.00;;;;;;;;;
5894;69466684;0.00;;;;;;;;;
5895;69490260;0.00;;;;;;;;;
5896;69513840;0.00;;;;;;;;;
5897;69537424;1.00;;;;;;;;;
5898;69561012;0.00;;;;;;;;;
5899;69584604;0.00;;;;;;;;;
5900;69608200;0.00;;;;;;;;;
5901;69631800;0.00;;;;;;;;;
5902;69655404;0.00;;;;;;;;;
5903;69679012;0.00;;;;;;;;;
5904;69702624;1.00;;;;;;;;;
5905;69726240;0.00;;;;;;;;;
5906;69749860;0.00;;;;;;;;;
5907;69773484;0.00;;;;;;;;;
5908;69797112;0.00;;;;;;;;;
5909;69820744;0.00;;;;;;;;;
5910;69844380;0.00;;;;;;;;;
5911;69868020;1.00;;;;;;;;;
5912;69891664;0.00;;;;;;;;;
5913;69915312;0.00;;;;;;;;;
5914;69938964;0.00;;;;;;;;;
5915;69962620;0.00;;;;;;;;;
5916;69986280;0.00;;;;;;;;;
5917;70009944;0.00;;;;;;;;;
5918;70033612;1.00;;;;;;;;;
5919;70057284;0.00;;;;;;;;;
5920;70080960;0.00;;;;;;;;;
5921;70104640;0.00;;;;;;;;;
5922;70128324;0.00;;;;;;;;;
5923;70152012;1.00;;;;;;;;;
5924;70175704;0.00;;;;;;;;;
5925;70199400;0.00;;;;;;;;;
5926;70223100;0.00;;;;;;;;;
5927;70246804;0.00;;;;;;;;;
5928;70270512;0.00;;;;;;;;;
5929;70294224;0.00;;;;;;;;;
5930;70317940;1.00;;;;;;;;;
5931;70341660;0.00;;;;;;;;;
5932;70365384;0.00;;;;;;;;;
5933;70389112;0.00;;;;;;;;;
5934;70412844;0.00;;;;;;;;;
5935;70436580;1.00;;;;;;;;;
5936;70460320;0.00;;;;;;;;;
5937;70484064;0.00;;;;;;;;;
5938;70507812;0.00;;;;;;;;;
5939;70531564;0.00;;;;;;;;;
