Vertices;Comparacoes;Tempo(seg);;;;;;;;;
1793;6426112;0.00;;;;;;;;;
1794;6433284;0.00;;;;;;;;;
1795;6440460;0.00;;;;;;;;;
1796;6447640;0.00;;;;;;;;;
1797;6454824;0.00;;;;;;;;;
1798;6462012;0.00;;;;;;;;;
1799;6469204;0.00;;;;;;;;;
1800;6476400;0.00;;;;;;;;;
1801;6483600;0.00;;;;;;;;;
1802;6490804;0.00;;;;;;;;;
1803;6498012;0.00;;;;;;;;;
1804;6505224;0.00;;;;;;;;;
1805;6512440;0.00;;;;;;;;;
1806;6519660;0.00;;;;;;;;;
1807;6526884;0.00;;;;;;;;;
1808;6534112;0.00;;;;;;;;;
1809;6541344;0.00;;;;;;;;;
1810;6548580;0.00;;;;;;;;;
1811;6555820;0.00;;;;;;;;;
1812;6563064;0.00;;;;;;;;;
1813;6570312;1.00;;;;;;;;;
1814;6577564;0.00;;;;;;;;;
1815;6584820;0.00;;;;;;;;;
1816;6592080;0.00;;;;;;;;;
1817;6599344;0.00;;;;;;;;;
1818;6606612;0.00;;;;;;;;;
1819;6613884;0.00;;;;;;;;;
1820;6621160;0.00;;;;;;;;;
1821;6628440;0.00;;;;;;;;;
1822;6635724;0.00;;;;;;;;;
1823;6643012;0.00;;;;;;;;;
1824;6650304;0.00;;;;;;;;;
1825;6657600;0.00;;;;;;;;;
1826;6664900;0.00;;;;;;;;;
1827;6672204;0.00;;;;;;;;;
1828;6679512;0.00;;;;;;;;;
1829;6686824;0.00;;;;;;;;;
1830;6694140;0.00;;;;;;;;;
1831;6701460;0.00;;;;;;;;;
1832;6708784;0.00;;;;;;;;;
1833;6716112;0.00;;;;;;;;;
1834;6723444;1.00;;;;;;;;;
1835;6730780;0.00;;;;;;;;;
1836;6738120;0.00;;;;;;;;;
1837;6745464;0.00;;;;;;;;;
1838;6752812;0.00;;;;;;;;;
1839;6760164;0.00;;;;;;;;;
1840;6767520;0.00;;;;;;;;;
1841;6774880;0.00;;;;;;;;;
1842;6782244;0.00;;;;;;;;;
1843;6789612;0.00;;;;;;;;;
1844;6796984;0.00;;;;;;;;;
1845;6804360;0.00;;;;;;;;;
1846;6811740;0.00;;;;;;;;;
1847;6819124;0.00;;;;;;;;;
1848;6826512;0.00;;;;;;;;;
1849;6833904;0.00;;;;;;;;;
1850;6841300;0.00;;;;;;;;;
1851;6848700;0.00;;;;;;;;;
1852;6856104;0.00;;;;;;;;;
1853;6863512;0.00;;;;;;;;;
1854;6870924;0.00;;;;;;;;;
1855;6878340;0.00;;;;;;;;;
1856;6885760;0.00;;;;;;;;;
1857;6893184;0.00;;;;;;;;;
1858;6900612;0.00;;;;;;;;;
1859;6908044;0.00;;;;;;;;;
1860;6915480;0.00;;;;;;;;;
1861;6922920;0.00;;;;;;;;;
1862;6930364;0.00;;;;;;;;;
1863;6937812;0.00;;;;;;;;;
1864;6945264;0.00;;;;;;;;;
1865;6952720;0.00;;;;;;;;;
1866;6960180;0.00;;;;;;;;;
1867;6967644;0.00;;;;;;;;;
1868;6975112;0.00;;;;;;;;;
1869;6982584;0.00;;;;;;;;;
1870;6990060;0.00;;;;;;;;;
1871;6997540;0.00;;;;;;;;;
1872;7005024;0.00;;;;;;;;;
1873;7012512;0.00;;;;;;;;;
1874;7020004;0.00;;;;;;;;;
1875;7027500;0.00;;;;;;;;;
1876;7035000;0.00;;;;;;;;;
1877;7042504;0.00;;;;;;;;;
1878;7050012;0.00;;;;;;;;;
1879;7057524;0.00;;;;;;;;;
1880;7065040;0.00;;;;;;;;;
1881;7072560;0.00;;;;;;;;;
1882;7080084;0.00;;;;;;;;;
1883;7087612;0.00;;;;;;;;;
1884;7095144;0.00;;;;;;;;;
1885;7102680;0.00;;;;;;;;;
1886;7110220;0.00;;;;;;;;;
1887;7117764;0.00;;;;;;;;;
1888;7125312;0.00;;;;;;;;;
1889;7132864;0.00;;;;;;;;;
1890;7140420;0.00;;;;;;;;;
1891;7147980;0.00;;;;;;;;;
1892;7155544;0.00;;;;;;;;;
1893;7163112;0.00;;;;;;;;;
1894;7170684;0.00;;;;;;;;;
1895;7178260;0.00;;;;;;;;;
1896;7185840;0.00;;;;;;;;;
1897;7193424;0.00;;;;;;;;;
1898;7201012;0.00;;;;;;;;;
1899;7208604;0.00;;;;;;;;;
1900;7216200;0.00;;;;;;;;;
1901;7223800;0.00;;;;;;;;;
1902;7231404;0.00;;;;;;;;;
1903;7239012;0.00;;;;;;;;;
1904;7246624;0.00;;;;;;;;;
1905;7254240;0.00;;;;;;;;;
1906;7261860;0.00;;;;;;;;;
1907;7269484;0.00;;;;;;;;;
1908;7277112;0.00;;;;;;;;;
1909;7284744;0.00;;;;;;;;;
1910;7292380;0.00;;;;;;;;;
1911;7300020;0.00;;;;;;;;;
1912;7307664;0.00;;;;;;;;;
1913;7315312;0.00;;;;;;;;;
1914;7322964;0.00;;;;;;;;;
1915;7330620;0.00;;;;;;;;;
1916;7338280;0.00;;;;;;;;;
1917;7345944;0.00;;;;;;;;;
1918;7353612;0.00;;;;;;;;;
1919;7361284;0.00;;;;;;;;;
1920;7368960;0.00;;;;;;;;;
1921;7376640;0.00;;;;;;;;;
1922;7384324;0.00;;;;;;;;;
1923;7392012;0.00;;;;;;;;;
1924;7399704;0.00;;;;;;;;;
1925;7407400;0.00;;;;;;;;;
1926;7415100;0.00;;;;;;;;;
1927;7422804;0.00;;;;;;;;;
1928;7430512;0.00;;;;;;;;;
1929;7438224;0.00;;;;;;;;;
1930;7445940;0.00;;;;;;;;;
1931;7453660;0.00;;;;;;;;;
1932;7461384;0.00;;;;;;;;;
1933;7469112;0.00;;;;;;;;;
1934;7476844;0.00;;;;;;;;;
1935;7484580;0.00;;;;;;;;;
1936;7492320;0.00;;;;;;;;;
1937;7500064;0.00;;;;;;;;;
1938;7507812;0.00;;;;;;;;;
1939;7515564;0.00;;;;;;;;;
1940;7523320;0.00;;;;;;;;;
1941;7531080;0.00;;;;;;;;;
1942;7538844;0.00;;;;;;;;;
1943;7546612;0.00;;;;;;;;;
1944;7554384;0.00;;;;;;;;;
1945;7562160;0.00;;;;;;;;;
1946;7569940;0.00;;;;;;;;;
1947;7577724;0.00;;;;;;;;;
1948;7585512;0.00;;;;;;;;;
1949;7593304;0.00;;;;;;;;;
1950;7601100;0.00;;;;;;;;;
1951;7608900;0.00;;;;;;;;;
1952;7616704;0.00;;;;;;;;;
1953;7624512;0.00;;;;;;;;;
1954;7632324;0.00;;;;;;;;;
1955;7640140;0.00;;;;;;;;;
1956;7647960;0.00;;;;;;;;;
1957;7655784;0.00;;;;;;;;;
1958;7663612;0.00;;;;;;;;;
1959;7671444;0.00;;;;;;;;;
1960;7679280;0.00;;;;;;;;;
1961;7687120;0.00;;;;;;;;;
1962;7694964;0.00;;;;;;;;;
1963;7702812;0.00;;;;;;;;;
1964;7710664;0.00;;;;;;;;;
1965;7718520;0.00;;;;;;;;;
1966;7726380;0.00;;;;;;;;;
1967;7734244;0.00;;;;;;;;;
1968;7742112;0.00;;;;;;;;;
1969;7749984;0.00;;;;;;;;;
1970;7757860;0.00;;;;;;;;;
1971;7765740;0.00;;;;;;;;;
1972;7773624;0.00;;;;;;;;;
1973;7781512;0.00;;;;;;;;;
1974;7789404;0.00;;;;;;;;;
1975;7797300;0.00;;;;;;;;;
1976;7805200;0.00;;;;;;;;;
1977;7813104;0.00;;;;;;;;;
1978;7821012;0.00;;;;;;;;;
1979;7828924;0.00;;;;;;;;;
1980;7836840;0.00;;;;;;;;;
1981;7844760;0.00;;;;;;;;;
1982;7852684;0.00;;;;;;;;;
1983;7860612;0.00;;;;;;;;;
1984;7868544;0.00;;;;;;;;;
1985;7876480;0.00;;;;;;;;;
1986;7884420;0.00;;;;;;;;;
1987;7892364;0.00;;;;;;;;;
1988;7900312;0.00;;;;;;;;;
1989;7908264;0.00;;;;;;;;;
1990;7916220;0.00;;;;;;;;;
1991;7924180;0.00;;;;;;;;;
1992;7932144;0.00;;;;;;;;;
1993;7940112;0.00;;;;;;;;;
1994;7948084;0.00;;;;;;;;;
1995;7956060;0.00;;;;;;;;;
1996;7964040;0.00;;;;;;;;;
1997;7972024;0.00;;;;;;;;;
1998;7980012;0.00;;;;;;;;;
1999;7988004;0.00;;;;;;;;;
2000;7996000;0.00;;;;;;;;;
2001;8004000;0.00;;;;;;;;;
2002;8012004;0.00;;;;;;;;;
2003;8020012;0.00;;;;;;;;;
2004;8028024;0.00;;;;;;;;;
2005;8036040;1.00;;;;;;;;;
2006;8044060;0.00;;;;;;;;;
2007;8052084;0.00;;;;;;;;;
2008;8060112;0.00;;;;;;;;;
2009;8068144;0.00;;;;;;;;;
2010;8076180;0.00;;;;;;;;;
2011;8084220;0.00;;;;;;;;;
2012;8092264;0.00;;;;;;;;;
2013;8100312;0.00;;;;;;;;;
2014;8108364;0.00;;;;;;;;;
2015;8116420;0.00;;;;;;;;;
2016;8124480;0.00;;;;;;;;;
2017;8132544;0.00;;;;;;;;;
2018;8140612;0.00;;;;;;;;;
2019;8148684;0.00;;;;;;;;;
2020;8156760;0.00;;;;;;;;;
2021;8164840;0.00;;;;;;;;;
2022;8172924;0.00;;;;;;;;;
2023;8181012;0.00;;;;;;;;;
2024;8189104;0.00;;;;;;;;;
2025;8197200;0.00;;;;;;;;;
2026;8205300;0.00;;;;;;;;;
2027;8213404;0.00;;;;;;;;;
2028;8221512;0.00;;;;;;;;;
2029;8229624;0.00;;;;;;;;;
2030;8237740;0.00;;;;;;;;;
2031;8245860;0.00;;;;;;;;;
2032;8253984;0.00;;;;;;;;;
2033;8262112;0.00;;;;;;;;;
2034;8270244;0.00;;;;;;;;;
2035;8278380;0.00;;;;;;;;;
2036;8286520;0.00;;;;;;;;;
2037;8294664;0.00;;;;;;;;;
2038;8302812;0.00;;;;;;;;;
2039;8310964;0.00;;;;;;;;;
2040;8319120;0.00;;;;;;;;;
2041;8327280;0.00;;;;;;;;;
2042;8335444;0.00;;;;;;;;;
2043;8343612;0.00;;;;;;;;;
2044;8351784;0.00;;;;;;;;;
2045;8359960;0.00;;;;;;;;;
2046;8368140;0.00;;;;;;;;;
2047;8376324;0.00;;;;;;;;;
2048;8384512;0.00;;;;;;;;;
2049;8392704;0.00;;;;;;;;;
2050;8400900;0.00;;;;;;;;;
2051;8409100;0.00;;;;;;;;;
2052;8417304;0.00;;;;;;;;;
2053;8425512;0.00;;;;;;;;;
2054;8433724;0.00;;;;;;;;;
2055;8441940;0.00;;;;;;;;;
2056;8450160;0.00;;;;;;;;;
2057;8458384;0.00;;;;;;;;;
2058;8466612;0.00;;;;;;;;;
2059;8474844;0.00;;;;;;;;;
2060;8483080;0.00;;;;;;;;;
2061;8491320;0.00;;;;;;;;;
2062;8499564;0.00;;;;;;;;;
2063;8507812;0.00;;;;;;;;;
2064;8516064;0.00;;;;;;;;;
2065;8524320;0.00;;;;;;;;;
2066;8532580;0.00;;;;;;;;;
2067;8540844;0.00;;;;;;;;;
2068;8549112;0.00;;;;;;;;;
2069;8557384;0.00;;;;;;;;;
2070;8565660;0.00;;;;;;;;;
2071;8573940;0.00;;;;;;;;;
2072;8582224;1.00;;;;;;;;;
2073;8590512;0.00;;;;;;;;;
2074;8598804;0.00;;;;;;;;;
2075;8607100;0.00;;;;;;;;;
2076;8615400;0.00;;;;;;;;;
2077;8623704;0.00;;;;;;;;;
2078;8632012;0.00;;;;;;;;;
2079;8640324;0.00;;;;;;;;;
2080;8648640;0.00;;;;;;;;;
2081;8656960;0.00;;;;;;;;;
2082;8665284;0.00;;;;;;;;;
2083;8673612;0.00;;;;;;;;;
2084;8681944;0.00;;;;;;;;;
2085;8690280;0.00;;;;;;;;;
2086;8698620;0.00;;;;;;;;;
2087;8706964;0.00;;;;;;;;;
2088;8715312;1.00;;;;;;;;;
2089;8723664;0.00;;;;;;;;;
2090;8732020;0.00;;;;;;;;;
2091;8740380;0.00;;;;;;;;;
2092;8748744;0.00;;;;;;;;;
2093;8757112;0.00;;;;;;;;;
2094;8765484;0.00;;;;;;;;;
2095;8773860;0.00;;;;;;;;;
2096;8782240;0.00;;;;;;;;;
2097;8790624;0.00;;;;;;;;;
2098;8799012;0.00;;;;;;;;;
2099;8807404;0.00;;;;;;;;;
2100;8815800;0.00;;;;;;;;;
2101;8824200;0.00;;;;;;;;;
2102;8832604;0.00;;;;;;;;;
2103;8841012;0.00;;;;;;;;;
2104;8849424;1.00;;;;;;;;;
2105;8857840;0.00;;;;;;;;;
2106;8866260;0.00;;;;;;;;;
2107;8874684;0.00;;;;;;;;;
2108;8883112;0.00;;;;;;;;;
2109;8891544;0.00;;;;;;;;;
2110;8899980;0.00;;;;;;;;;
2111;8908420;0.00;;;;;;;;;
2112;8916864;0.00;;;;;;;;;
2113;8925312;0.00;;;;;;;;;
2114;8933764;0.00;;;;;;;;;
2115;8942220;0.00;;;;;;;;;
2116;8950680;0.00;;;;;;;;;
2117;8959144;0.00;;;;;;;;;
2118;8967612;0.00;;;;;;;;;
2119;8976084;0.00;;;;;;;;;
2120;8984560;0.00;;;;;;;;;
2121;8993040;0.00;;;;;;;;;
2122;9001524;0.00;;;;;;;;;
2123;9010012;0.00;;;;;;;;;
2124;9018504;0.00;;;;;;;;;
2125;9027000;0.00;;;;;;;;;
2126;9035500;0.00;;;;;;;;;
2127;9044004;0.00;;;;;;;;;
2128;9052512;0.00;;;;;;;;;
2129;9061024;0.00;;;;;;;;;
2130;9069540;0.00;;;;;;;;;
2131;9078060;0.00;;;;;;;;;
2132;9086584;0.00;;;;;;;;;
2133;9095112;0.00;;;;;;;;;
2134;9103644;0.00;;;;;;;;;
2135;9112180;1.00;;;;;;;;;
2136;9120720;0.00;;;;;;;;;
2137;9129264;0.00;;;;;;;;;
2138;9137812;0.00;;;;;;;;;
2139;9146364;0.00;;;;;;;;;
2140;9154920;0.00;;;;;;;;;
2141;9163480;0.00;;;;;;;;;
2142;9172044;0.00;;;;;;;;;
2143;9180612;0.00;;;;;;;;;
2144;9189184;0.00;;;;;;;;;
2145;9197760;0.00;;;;;;;;;
2146;9206340;0.00;;;;;;;;;
2147;9214924;0.00;;;;;;;;;
2148;9223512;0.00;;;;;;;;;
2149;9232104;0.00;;;;;;;;;
2150;9240700;0.00;;;;;;;;;
2151;9249300;0.00;;;;;;;;;
2152;9257904;0.00;;;;;;;;;
2153;9266512;0.00;;;;;;;;;
2154;9275124;0.00;;;;;;;;;
2155;9283740;0.00;;;;;;;;;
2156;9292360;0.00;;;;;;;;;
2157;9300984;0.00;;;;;;;;;
2158;9309612;0.00;;;;;;;;;
2159;9318244;0.00;;;;;;;;;
2160;9326880;0.00;;;;;;;;;
2161;9335520;0.00;;;;;;;;;
2162;9344164;0.00;;;;;;;;;
2163;9352812;0.00;;;;;;;;;
2164;9361464;0.00;;;;;;;;;
2165;9370120;0.00;;;;;;;;;
2166;9378780;0.00;;;;;;;;;
2167;9387444;0.00;;;;;;;;;
2168;9396112;0.00;;;;;;;;;
2169;9404784;0.00;;;;;;;;;
2170;9413460;0.00;;;;;;;;;
2171;9422140;0.00;;;;;;;;;
2172;9430824;0.00;;;;;;;;;
2173;9439512;0.00;;;;;;;;;
2174;9448204;0.00;;;;;;;;;
2175;9456900;0.00;;;;;;;;;
2176;9465600;0.00;;;;;;;;;
2177;9474304;0.00;;;;;;;;;
2178;9483012;0.00;;;;;;;;;
2179;9491724;0.00;;;;;;;;;
2180;9500440;0.00;;;;;;;;;
2181;9509160;0.00;;;;;;;;;
2182;9517884;0.00;;;;;;;;;
2183;9526612;0.00;;;;;;;;;
2184;9535344;0.00;;;;;;;;;
2185;9544080;0.00;;;;;;;;;
2186;9552820;0.00;;;;;;;;;
2187;9561564;0.00;;;;;;;;;
2188;9570312;0.00;;;;;;;;;
2189;9579064;0.00;;;;;;;;;
2190;9587820;0.00;;;;;;;;;
2191;9596580;0.00;;;;;;;;;
2192;9605344;0.00;;;;;;;;;
2193;9614112;0.00;;;;;;;;;
2194;9622884;0.00;;;;;;;;;
2195;9631660;0.00;;;;;;;;;
2196;9640440;0.00;;;;;;;;;
2197;9649224;0.00;;;;;;;;;
2198;9658012;0.00;;;;;;;;;
2199;9666804;0.00;;;;;;;;;
2200;9675600;0.00;;;;;;;;;
2201;9684400;0.00;;;;;;;;;
2202;9693204;0.00;;;;;;;;;
2203;9702012;0.00;;;;;;;;;
2204;9710824;0.00;;;;;;;;;
2205;9719640;0.00;;;;;;;;;
2206;9728460;0.00;;;;;;;;;
2207;9737284;0.00;;;;;;;;;
2208;9746112;0.00;;;;;;;;;
2209;9754944;0.00;;;;;;;;;
2210;9763780;0.00;;;;;;;;;
2211;9772620;0.00;;;;;;;;;
2212;9781464;0.00;;;;;;;;;
2213;9790312;0.00;;;;;;;;;
2214;9799164;0.00;;;;;;;;;
2215;9808020;0.00;;;;;;;;;
2216;9816880;0.00;;;;;;;;;
2217;9825744;0.00;;;;;;;;;
2218;9834612;0.00;;;;;;;;;
2219;9843484;0.00;;;;;;;;;
2220;9852360;0.00;;;;;;;;;
2221;9861240;0.00;;;;;;;;;
2222;9870124;0.00;;;;;;;;;
2223;9879012;0.00;;;;;;;;;
2224;9887904;0.00;;;;;;;;;
2225;9896800;0.00;;;;;;;;;
2226;9905700;0.00;;;;;;;;;
2227;9914604;0.00;;;;;;;;;
2228;9923512;0.00;;;;;;;;;
2229;9932424;0.00;;;;;;;;;
2230;9941340;0.00;;;;;;;;;
2231;9950260;0.00;;;;;;;;;
2232;9959184;0.00;;;;;;;;;
2233;9968112;0.00;;;;;;;;;
2234;9977044;0.00;;;;;;;;;
2235;9985980;0.00;;;;;;;;;
2236;9994920;0.00;;;;;;;;;
2237;10003864;0.00;;;;;;;;;
2238;10012812;0.00;;;;;;;;;
2239;10021764;0.00;;;;;;;;;
2240;10030720;0.00;;;;;;;;;
2241;10039680;0.00;;;;;;;;;
2242;10048644;0.00;;;;;;;;;
2243;10057612;0.00;;;;;;;;;
2244;10066584;0.00;;;;;;;;;
2245;10075560;0.00;;;;;;;;;
2246;10084540;0.00;;;;;;;;;
2247;10093524;0.00;;;;;;;;;
2248;10102512;0.00;;;;;;;;;
2249;10111504;0.00;;;;;;;;;
2250;10120500;0.00;;;;;;;;;
2251;10129500;0.00;;;;;;;;;
2252;10138504;0.00;;;;;;;;;
2253;10147512;0.00;;;;;;;;;
2254;10156524;0.00;;;;;;;;;
2255;10165540;0.00;;;;;;;;;
2256;10174560;0.00;;;;;;;;;
2257;10183584;0.00;;;;;;;;;
2258;10192612;0.00;;;;;;;;;
2259;10201644;0.00;;;;;;;;;
2260;10210680;0.00;;;;;;;;;
2261;10219720;0.00;;;;;;;;;
2262;10228764;0.00;;;;;;;;;
2263;10237812;0.00;;;;;;;;;
2264;10246864;0.00;;;;;;;;;
2265;10255920;0.00;;;;;;;;;
2266;10264980;0.00;;;;;;;;;
2267;10274044;0.00;;;;;;;;;
2268;10283112;0.00;;;;;;;;;
2269;10292184;0.00;;;;;;;;;
2270;10301260;0.00;;;;;;;;;
2271;10310340;0.00;;;;;;;;;
2272;10319424;0.00;;;;;;;;;
2273;10328512;0.00;;;;;;;;;
2274;10337604;0.00;;;;;;;;;
2275;10346700;0.00;;;;;;;;;
2276;10355800;0.00;;;;;;;;;
2277;10364904;0.00;;;;;;;;;
2278;10374012;0.00;;;;;;;;;
2279;10383124;0.00;;;;;;;;;
2280;10392240;0.00;;;;;;;;;
2281;10401360;0.00;;;;;;;;;
2282;10410484;0.00;;;;;;;;;
2283;10419612;0.00;;;;;;;;;
2284;10428744;0.00;;;;;;;;;
2285;10437880;0.00;;;;;;;;;
2286;10447020;0.00;;;;;;;;;
2287;10456164;0.00;;;;;;;;;
2288;10465312;0.00;;;;;;;;;
2289;10474464;0.00;;;;;;;;;
2290;10483620;0.00;;;;;;;;;
2291;10492780;0.00;;;;;;;;;
2292;10501944;0.00;;;;;;;;;
2293;10511112;0.00;;;;;;;;;
2294;10520284;0.00;;;;;;;;;
2295;10529460;0.00;;;;;;;;;
2296;10538640;0.00;;;;;;;;;
2297;10547824;0.00;;;;;;;;;
2298;10557012;0.00;;;;;;;;;
2299;10566204;0.00;;;;;;;;;
2300;10575400;0.00;;;;;;;;;
2301;10584600;0.00;;;;;;;;;
2302;10593804;0.00;;;;;;;;;
2303;10603012;0.00;;;;;;;;;
2304;10612224;0.00;;;;;;;;;
2305;10621440;0.00;;;;;;;;;
2306;10630660;0.00;;;;;;;;;
2307;10639884;0.00;;;;;;;;;
2308;10649112;0.00;;;;;;;;;
2309;10658344;0.00;;;;;;;;;
2310;10667580;0.00;;;;;;;;;
2311;10676820;0.00;;;;;;;;;
2312;10686064;0.00;;;;;;;;;
2313;10695312;0.00;;;;;;;;;
2314;10704564;0.00;;;;;;;;;
2315;10713820;0.00;;;;;;;;;
2316;10723080;0.00;;;;;;;;;
2317;10732344;0.00;;;;;;;;;
2318;10741612;0.00;;;;;;;;;
2319;10750884;0.00;;;;;;;;;
2320;10760160;0.00;;;;;;;;;
2321;10769440;0.00;;;;;;;;;
2322;10778724;0.00;;;;;;;;;
2323;10788012;0.00;;;;;;;;;
2324;10797304;0.00;;;;;;;;;
2325;10806600;0.00;;;;;;;;;
2326;10815900;0.00;;;;;;;;;
2327;10825204;0.00;;;;;;;;;
2328;10834512;0.00;;;;;;;;;
2329;10843824;0.00;;;;;;;;;
2330;10853140;0.00;;;;;;;;;
2331;10862460;0.00;;;;;;;;;
2332;10871784;0.00;;;;;;;;;
2333;10881112;0.00;;;;;;;;;
2334;10890444;0.00;;;;;;;;;
2335;10899780;0.00;;;;;;;;;
2336;10909120;0.00;;;;;;;;;
2337;10918464;0.00;;;;;;;;;
2338;10927812;0.00;;;;;;;;;
2339;10937164;0.00;;;;;;;;;
2340;10946520;0.00;;;;;;;;;
2341;10955880;0.00;;;;;;;;;
2342;10965244;0.00;;;;;;;;;
2343;10974612;0.00;;;;;;;;;
2344;10983984;0.00;;;;;;;;;
2345;10993360;0.00;;;;;;;;;
2346;11002740;0.00;;;;;;;;;
2347;11012124;0.00;;;;;;;;;
2348;11021512;0.00;;;;;;;;;
2349;11030904;0.00;;;;;;;;;
2350;11040300;0.00;;;;;;;;;
2351;11049700;0.00;;;;;;;;;
2352;11059104;0.00;;;;;;;;;
2353;11068512;0.00;;;;;;;;;
2354;11077924;0.00;;;;;;;;;
2355;11087340;0.00;;;;;;;;;
2356;11096760;0.00;;;;;;;;;
2357;11106184;0.00;;;;;;;;;
2358;11115612;0.00;;;;;;;;;
2359;11125044;0.00;;;;;;;;;
2360;11134480;0.00;;;;;;;;;
2361;11143920;0.00;;;;;;;;;
2362;11153364;0.00;;;;;;;;;
2363;11162812;0.00;;;;;;;;;
2364;11172264;0.00;;;;;;;;;
2365;11181720;0.00;;;;;;;;;
2366;11191180;0.00;;;;;;;;;
2367;11200644;0.00;;;;;;;;;
2368;11210112;0.00;;;;;;;;;
2369;11219584;0.00;;;;;;;;;
2370;11229060;0.00;;;;;;;;;
2371;11238540;0.00;;;;;;;;;
2372;11248024;0.00;;;;;;;;;
2373;11257512;0.00;;;;;;;;;
2374;11267004;0.00;;;;;;;;;
2375;11276500;0.00;;;;;;;;;
2376;11286000;0.00;;;;;;;;;
2377;11295504;0.00;;;;;;;;;
2378;11305012;0.00;;;;;;;;;
2379;11314524;0.00;;;;;;;;;
2380;11324040;0.00;;;;;;;;;
2381;11333560;0.00;;;;;;;;;
2382;11343084;0.00;;;;;;;;;
2383;11352612;0.00;;;;;;;;;
2384;11362144;0.00;;;;;;;;;
2385;11371680;0.00;;;;;;;;;
2386;11381220;0.00;;;;;;;;;
2387;11390764;0.00;;;;;;;;;
2388;11400312;0.00;;;;;;;;;
2389;11409864;0.00;;;;;;;;;
2390;11419420;0.00;;;;;;;;;
2391;11428980;1.00;;;;;;;;;
2392;11438544;0.00;;;;;;;;;
2393;11448112;0.00;;;;;;;;;
2394;11457684;0.00;;;;;;;;;
2395;11467260;0.00;;;;;;;;;
2396;11476840;0.00;;;;;;;;;
2397;11486424;0.00;;;;;;;;;
2398;11496012;0.00;;;;;;;;;
2399;11505604;0.00;;;;;;;;;
2400;11515200;0.00;;;;;;;;;
2401;11524800;0.00;;;;;;;;;
2402;11534404;0.00;;;;;;;;;
2403;11544012;0.00;;;;;;;;;
2404;11553624;0.00;;;;;;;;;
2405;11563240;0.00;;;;;;;;;
2406;11572860;0.00;;;;;;;;;
2407;11582484;0.00;;;;;;;;;
2408;11592112;0.00;;;;;;;;;
2409;11601744;0.00;;;;;;;;;
2410;11611380;0.00;;;;;;;;;
2411;11621020;0.00;;;;;;;;;
2412;11630664;0.00;;;;;;;;;
2413;11640312;0.00;;;;;;;;;
2414;11649964;0.00;;;;;;;;;
2415;11659620;0.00;;;;;;;;;
2416;11669280;0.00;;;;;;;;;
2417;11678944;0.00;;;;;;;;;
2418;11688612;0.00;;;;;;;;;
2419;11698284;0.00;;;;;;;;;
2420;11707960;0.00;;;;;;;;;
2421;11717640;0.00;;;;;;;;;
2422;11727324;0.00;;;;;;;;;
2423;11737012;0.00;;;;;;;;;
2424;11746704;0.00;;;;;;;;;
2425;11756400;0.00;;;;;;;;;
2426;11766100;0.00;;;;;;;;;
2427;11775804;0.00;;;;;;;;;
2428;11785512;0.00;;;;;;;;;
2429;11795224;0.00;;;;;;;;;
2430;11804940;0.00;;;;;;;;;
2431;11814660;0.00;;;;;;;;;
2432;11824384;0.00;;;;;;;;;
2433;11834112;0.00;;;;;;;;;
2434;11843844;0.00;;;;;;;;;
2435;11853580;0.00;;;;;;;;;
2436;11863320;0.00;;;;;;;;;
2437;11873064;0.00;;;;;;;;;
2438;11882812;0.00;;;;;;;;;
2439;11892564;1.00;;;;;;;;;
2440;11902320;0.00;;;;;;;;;
2441;11912080;0.00;;;;;;;;;
2442;11921844;0.00;;;;;;;;;
2443;11931612;0.00;;;;;;;;;
2444;11941384;0.00;;;;;;;;;
2445;11951160;0.00;;;;;;;;;
2446;11960940;0.00;;;;;;;;;
2447;11970724;0.00;;;;;;;;;
2448;11980512;0.00;;;;;;;;;
2449;11990304;0.00;;;;;;;;;
2450;12000100;0.00;;;;;;;;;
2451;12009900;0.00;;;;;;;;;
2452;12019704;0.00;;;;;;;;;
2453;12029512;0.00;;;;;;;;;
2454;12039324;0.00;;;;;;;;;
2455;12049140;0.00;;;;;;;;;
2456;12058960;0.00;;;;;;;;;
2457;12068784;0.00;;;;;;;;;
2458;12078612;0.00;;;;;;;;;
2459;12088444;0.00;;;;;;;;;
2460;12098280;0.00;;;;;;;;;
2461;12108120;0.00;;;;;;;;;
2462;12117964;0.00;;;;;;;;;
2463;12127812;0.00;;;;;;;;;
2464;12137664;0.00;;;;;;;;;
2465;12147520;0.00;;;;;;;;;
2466;12157380;0.00;;;;;;;;;
2467;12167244;0.00;;;;;;;;;
2468;12177112;0.00;;;;;;;;;
2469;12186984;0.00;;;;;;;;;
2470;12196860;0.00;;;;;;;;;
2471;12206740;0.00;;;;;;;;;
2472;12216624;0.00;;;;;;;;;
2473;12226512;0.00;;;;;;;;;
2474;12236404;0.00;;;;;;;;;
2475;12246300;0.00;;;;;;;;;
2476;12256200;0.00;;;;;;;;;
2477;12266104;0.00;;;;;;;;;
2478;12276012;0.00;;;;;;;;;
2479;12285924;0.00;;;;;;;;;
2480;12295840;0.00;;;;;;;;;
2481;12305760;0.00;;;;;;;;;
2482;12315684;0.00;;;;;;;;;
2483;12325612;0.00;;;;;;;;;
2484;12335544;0.00;;;;;;;;;
2485;12345480;0.00;;;;;;;;;
2486;12355420;0.00;;;;;;;;;
2487;12365364;0.00;;;;;;;;;
2488;12375312;0.00;;;;;;;;;
2489;12385264;0.00;;;;;;;;;
2490;12395220;0.00;;;;;;;;;
